SEGMENT,RESTAURANT_COUNT
875087823_E_2,0.0
1131039083_W_2,0.0
1131117702_E_2,0.0
28412573_W_2,0.0
875087835_W_2,0.0
875087828_E_2,0.0
28412578_SW_2,1.0
28412581_NE_2,1.0
973169903_W_2,0.0
28412575_E_2,0.0
28412590_N_2,0.0
120893220_NE_2,1.0
1088500499_NE_2,0.0
120893776_E_2,0.0
931968535_E_2,0.0
120893747_E_2,0.0
28412614_W_2,0.0
120893291_E_2,0.0
28412617_E_2,0.0
781869831_N_2,0.0
120893761_W_2,0.0
28412636_W_2,0.0
928175705_W_2,0.0
28412641_E_2,0.0
28412655_E_2,0.0
831870854_W_2,0.0
28412664_E_2,0.0
28412665_W_2,0.0
1115540781_W_2,0.0
28412690_W_2,0.0
28412683_E_2,0.0
28412685_W_2,0.0
28412686_W_2,0.0
28412687_W_2,0.0
28412689_W_2,0.0
1215865924_E_2,0.0
28412694_E_2,0.0
28412695_W_2,0.0
875096513_S_2,0.0
981514814_NW_2,0.0
927484472_SE_2,0.0
127819072_W_2,0.0
976693869_N_2,1.0
28412708_S_2,0.0
28412710_NW_2,0.0
821488150_SE_2,0.0
915010630_NW_2,0.0
915010636_SE_2,0.0
28412722_S_2,0.0
973353119_SW_2,0.0
28412775_SW_2,0.0
973353127_SW_2,0.0
812288388_S_2,0.0
707555836_NE_2,0.0
915004069_W_2,0.0
812288393_E_2,0.0
812290815_SW_2,0.0
812220107_NE_2,0.0
28412797_SW_2,0.0
28412800_NE_2,0.0
812220118_SW_2,0.0
28412804_W_2,0.0
1217288705_E_2,0.0
974750719_NE_2,0.0
28412810_SW_2,0.0
120901899_SW_2,0.0
28412811_W_2,0.0
28412813_E_2,0.0
28412820_NW_2,0.0
28412819_SE_2,0.0
821488557_SW_2,0.0
707540356_NE_2,0.0
827499860_SW_2,0.0
929367493_SW_2,0.0
28412877_NE_2,0.0
979193990_NE_2,0.0
827283195_NE_2,0.0
28412878_SW_2,0.0
1234548963_NW_2,1.0
827874166_NE_2,0.0
28412889_NE_2,0.0
28412890_SW_2,0.0
28412893_NE_2,0.0
971438972_S_2,3.0
971437914_E_2,0.0
28412902_E_2,0.0
28412904_E_2,0.0
1116854254_N_2,0.0
1216146643_W_2,0.0
836203280_E_2,0.0
28412912_E_2,0.0
28412914_W_2,0.0
1131174400_S_2,0.0
28412915_W_2,0.0
828741842_S_2,0.0
971545974_W_2,0.0
971545989_W_2,0.0
1234998253_W_2,1.0
1216332645_W_2,4.0
127841730_NE_2,0.0
812356169_SW_2,0.0
127841749_W_2,0.0
812356162_W_2,3.0
28412940_W_2,2.0
971629775_N_2,2.0
994468449_NE_2,2.0
836270033_S_2,0.0
1002618718_N_2,0.0
28412952_S_2,1.0
28412955_NW_2,0.0
28413044_S_2,0.0
28413043_N_2,0.0
28413045_E_2,0.0
971441560_W_2,0.0
28413072_W_2,0.0
1215853006_W_2,0.0
1131105792_S_2,0.0
931149869_W_2,0.0
971546160_W_2,0.0
820629043_SW_2,0.0
927269999_NE_2,0.0
812296992_SW_2,0.0
887851150_E_2,0.0
120894037_W_2,0.0
873345389_E_2,0.0
1216346634_SW_2,0.0
826938537_E_2,0.0
836777484_NE_2,0.0
1216346737_W_2,0.0
28417093_SW_2,0.0
28417093_NE_2,0.0
28417094_NW_2,0.0
1005351860_W_2,0.0
28417098_NW_2,0.0
28417101_W_2,0.0
28417096_E_2,0.0
28417098_SE_2,0.0
28417099_SE_2,0.0
28417097_S_2,0.0
28417101_E_2,0.0
28417099_NW_2,0.0
28417108_W_2,0.0
28417100_SE_2,0.0
28417097_N_2,0.0
28417108_E_2,0.0
28417107_W_2,0.0
28417095_S_2,0.0
28417107_E_2,0.0
28417103_SE_2,0.0
28417102_S_2,0.0
28417095_N_2,0.0
28417103_NW_2,0.0
28417105_SW_2,0.0
28417096_W_2,0.0
28417102_N_2,0.0
28417106_E_2,0.0
28417105_NE_2,0.0
28417106_W_2,0.0
28417104_SE_2,0.0
28420787_N_2,0.0
28420789_S_2,0.0
120894021_NW_2,0.0
28420796_NW_2,0.0
914900751_NW_2,0.0
28420800_SE_2,0.0
28420803_N_2,0.0
28420804_SE_2,0.0
28420806_NW_2,0.0
875083753_NW_2,0.0
927427253_SE_2,0.0
28420815_N_2,0.0
28420816_S_2,0.0
28420817_S_2,0.0
28420819_N_2,0.0
724084042_NW_2,0.0
28420858_SE_2,0.0
28420861_NW_2,0.0
28420863_SE_2,0.0
821488165_NW_2,0.0
986273697_SE_2,0.0
120894491_NW_2,0.0
28420872_SE_2,1.0
28420871_SE_2,0.0
28420873_NW_2,0.0
28420875_NW_2,0.0
112045480_SE_2,0.0
28434949_SE_2,0.0
28434950_NE_2,0.0
28434948_SW_2,0.0
28434978_E_2,0.0
28434977_N_2,0.0
972022210_S_2,0.0
28434978_W_2,0.0
28435010_NW_2,0.0
28435008_SE_2,0.0
962064469_NE_2,0.0
28435010_SE_2,0.0
28472354_SW_2,0.0
37846269_NW_2,0.0
28435016_NW_2,0.0
28436928_NE_2,0.0
28435012_SW_2,0.0
28435016_SE_2,0.0
28435015_NW_2,0.0
28435015_SE_2,0.0
28435014_E_2,0.0
37846265_NW_2,0.0
28436928_SW_2,0.0
28435014_W_2,0.0
28435018_SW_2,0.0
28435018_NE_2,0.0
37846271_SW_2,0.0
37846268_NW_2,0.0
37846272_E_2,0.0
37846265_SE_2,0.0
37846267_NW_2,0.0
37846266_NW_2,0.0
28435026_E_2,2.0
703749775_W_2,2.0
835843694_N_2,2.0
977174064_S_2,2.0
28435026_W_2,2.0
28435029_N_2,0.0
755460382_E_2,0.0
827006055_NW_2,0.0
827006062_W_2,0.0
28435139_S_2,0.0
24492022_S_2,0.0
28435140_NW_2,0.0
24499303_N_2,0.0
28440147_NE_2,0.0
28435547_NW_2,0.0
28435550_SE_2,0.0
28440146_SW_2,0.0
116920680_NE_2,0.0
1005042655_NW_2,0.0
1005042693_SE_2,0.0
127800159_NE_2,0.0
127800162_S_2,0.0
116927372_N_2,0.0
716665056_E_2,0.0
776534611_S_2,0.0
28436736_SW_2,0.0
28436954_SW_2,0.0
28436955_NE_2,0.0
28436959_N_2,0.0
28436958_S_2,0.0
28436957_W_2,0.0
28436959_S_2,0.0
24596713_W_2,0.0
709368256_E_2,0.0
883755850_N_2,0.0
28436964_S_2,0.0
28436962_W_2,0.0
28436963_E_2,0.0
28436966_S_2,0.0
28436965_W_2,0.0
28436961_NE_2,0.0
28436966_N_2,0.0
974938684_E_2,0.0
974941697_W_2,0.0
28436982_N_2,0.0
28436980_S_2,0.0
28436979_E_2,0.0
28436982_S_2,0.0
28436981_W_2,0.0
28436983_W_2,0.0
28436981_E_2,0.0
28436976_S_2,0.0
28436983_E_2,0.0
28436976_N_2,0.0
28436977_S_2,0.0
28436977_N_2,0.0
28436984_E_2,0.0
28476714_SE_2,0.0
28436980_N_2,0.0
28476711_W_2,0.0
28493107_SW_2,0.0
1067623334_SE_2,0.0
28436984_W_2,0.0
28436987_SE_2,0.0
28436985_W_2,0.0
28436986_E_2,0.0
28436987_NW_2,0.0
127795816_E_2,0.0
127795817_NW_2,0.0
127795816_W_2,0.0
929334560_E_2,0.0
962064472_S_2,0.0
28436992_E_2,0.0
28436990_W_2,0.0
962064471_N_2,0.0
28436992_W_2,0.0
28436993_W_2,0.0
28436990_E_2,0.0
28436993_E_2,0.0
28481505_SW_2,0.0
28481506_N_2,0.0
28493123_SE_2,0.0
28481505_NE_2,0.0
28436998_W_2,0.0
28436997_SW_2,0.0
28481498_SE_2,0.0
28436998_E_2,0.0
28436999_NW_2,0.0
28437000_N_2,0.0
28436999_SE_2,0.0
28437000_S_2,0.0
28437001_SW_2,0.0
28437002_NE_2,0.0
28497633_NW_2,0.0
28437040_E_2,0.0
28437059_S_2,0.0
28437039_NW_2,0.0
28437040_W_2,0.0
28437041_E_2,0.0
28437058_N_2,0.0
28437041_W_2,0.0
28437042_SE_2,0.0
28437060_SW_2,0.0
28437042_NW_2,0.0
28437045_S_2,0.0
28437046_E_2,0.0
28437045_N_2,0.0
28437044_W_2,0.0
28437043_E_2,0.0
28437046_W_2,0.0
28482894_E_2,0.0
28437049_NW_2,0.0
112013261_SE_2,0.0
28437054_SE_2,0.0
28437055_W_2,0.0
28437053_NE_2,0.0
28437052_SW_2,0.0
28437054_NW_2,0.0
28482890_SW_2,0.0
28482891_NE_2,0.0
28437055_E_2,0.0
28482892_SW_2,0.0
28482896_W_2,0.0
28482894_W_2,0.0
28482893_NE_2,0.0
28482895_SE_2,0.0
28437059_N_2,0.0
28437060_NE_2,0.0
28437063_SE_2,0.0
28437062_NW_2,0.0
28437063_NW_2,0.0
28437988_N_2,0.0
28437989_N_2,0.0
28437990_S_2,0.0
28437991_E_2,0.0
28437987_SW_2,0.0
28437990_N_2,0.0
28437991_W_2,0.0
28437992_S_2,0.0
28437986_E_2,0.0
28437992_N_2,0.0
28438021_W_2,0.0
24481683_E_2,0.0
28438021_E_2,0.0
28438024_N_2,0.0
28438026_NW_2,0.0
28438023_SW_2,0.0
827281053_SW_2,0.0
1216139427_NE_2,0.0
28438024_S_2,0.0
28438023_NE_2,0.0
28438025_NW_2,0.0
28438025_SE_2,0.0
28438026_SE_2,0.0
1005195257_NW_2,0.0
1005195266_SW_2,0.0
28438027_NE_2,1.0
990900868_P_2,0.0
28438030_SW_2,0.0
28438029_NW_2,0.0
1067431003_SE_2,0.0
28438030_NE_2,0.0
28438034_SW_2,0.0
28438036_NW_2,1.0
1067431001_SE_2,0.0
28438034_NE_2,0.0
28438035_NW_2,0.0
28438038_SW_2,0.0
28438033_SE_2,0.0
28438035_SE_2,0.0
28438036_SE_2,1.0
28438037_E_2,0.0
28438040_SW_2,0.0
28438042_SE_2,0.0
28438037_W_2,0.0
28438032_N_2,0.0
1067431050_SE_2,0.0
28438038_NE_2,0.0
28438039_E_2,0.0
28438033_NW_2,0.0
28438032_S_2,0.0
28438039_W_2,0.0
28438040_NE_2,0.0
1067431052_SE_2,0.0
28438042_NW_2,0.0
1067431048_S_2,0.0
1067431000_NE_2,0.0
1067431049_W_2,0.0
28438063_N_2,0.0
28438064_S_2,0.0
28475772_W_2,0.0
37839975_E_2,0.0
28438063_S_2,0.0
28438064_N_2,0.0
37839977_E_2,0.0
120906237_S_2,0.0
120906244_W_2,0.0
37839977_W_2,0.0
37839976_E_2,0.0
28475768_NE_2,0.0
28475769_SW_2,0.0
28475771_NW_2,0.0
120906236_E_2,0.0
28438763_SW_2,0.0
972206581_NW_2,0.0
1215857696_E_2,0.0
28438763_NE_2,0.0
1053601962_W_2,0.0
1130957073_SE_2,0.0
28438756_N_2,0.0
28438758_E_2,0.0
37838910_S_2,0.0
994658958_W_2,0.0
28438756_S_2,0.0
28438761_N_2,0.0
28438759_W_2,0.0
994486429_E_2,0.0
28438761_S_2,0.0
28438762_N_2,0.0
28438753_E_2,0.0
28438755_NW_2,0.0
28438762_S_2,0.0
28438751_N_2,0.0
28438754_W_2,0.0
994486437_E_2,0.0
28438751_S_2,0.0
28438748_N_2,0.0
994486433_E_2,0.0
994658950_NW_2,0.0
28438748_S_2,0.0
28438750_NW_2,0.0
28438771_NE_2,0.0
28438746_NE_2,0.0
28438747_NW_2,0.0
28438772_SW_2,0.0
28438746_SW_2,0.0
28438769_NE_2,0.0
994486439_E_2,0.0
994658940_NW_2,0.0
28438769_SW_2,0.0
28438766_E_2,0.0
37838926_NE_2,0.0
994658939_W_2,0.0
28438740_W_2,0.0
28438741_S_2,0.0
1006267916_E_2,0.0
